Restaurant,Latitude,Longitude,Address,PlaceID,URL,AverageExposure,Stars,ZIP,Count,White,ofWhite,DWN,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
Alaskan Burger & Brew,61.1745389,-149.8970669,"5121 Arctic Blvd H, Anchorage, AK 99503, United States",ChIJs0EHkN6XyFYRlpeSZqATTYc,/biz/alaskan-burger-and-brew-anchorage?osq=Restaurants,0.233805973703875,4.2,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Altura Bistro,61.1818543,-149.8695497,"4240 Old Seward Hwy, Anchorage, AK 99503, United States",ChIJHW9a_7yXyFYR_QfYVj_6qhQ,/biz/altura-bistro-anchorage-2?osq=Restaurants,0.253264948511401,4.6,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
El Dorado,61.1812022,-149.8688415,"4300 Old Seward Hwy Suite GD 01, Anchorage, AK 99503, United States",ChIJvcHo_oeWyFYRn1-E0yr3MeI,/biz/el-dorado-anchorage?osq=Restaurants,0.198085722535992,4.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Wxyz Lounge,61.1876399,-149.88833,"310 W 36th Ave, Anchorage, AK 99503, United States",ChIJJbhdCsiXyFYRfT_06njCppc,/biz/wxyz-lounge-anchorage?osq=Restaurants,0.202273510543522,4.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Tatilani,61.1927,-149.9068226,"3002 Spenard Rd #101, Anchorage, AK 99503, United States",ChIJbdNKXLiXyFYRkV_zwbVY8LU,/biz/tatilani-anchorage-2?osq=Restaurants,0.190615824138784,4.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Jens' Restaurant,61.1890855,-149.8965651,"701 W 36th Ave, Anchorage, AK 99503, United States",ChIJ90egSsKXyFYR6YQY4Bza5yA,/biz/jens-restaurant-anchorage?osq=Restaurants,0.216850990399188,4.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Ramen House,61.1985863,-149.881672,"149 E Fireweed Ln, Anchorage, AK 99503, United States",ChIJef1-ws6XyFYRJnVf7t9mv90,/biz/ramen-house-anchorage?osq=Restaurants,0.213254556540096,4.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Bear Tooth Theatre Pub,61.1960835,-149.9070257,"1230 W 27th Ave, Anchorage, AK 99503, United States",ChIJM_p-3NuXyFYRo0t0DbH0yow,/biz/bear-tooth-theatre-pub-anchorage?osq=Restaurants,0.179510256593442,4.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Tommy's Burger Stop,61.1936183,-149.904513,"1106 W 29th Pl, Anchorage, AK 99503, United States",ChIJb6YSfNuXyFYRz_IJ3v2JPKc,/biz/tommys-burger-stop-anchorage?osq=Restaurants,0.173536722685986,4.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Kinley's Restaurant & Bar,61.1910245,-149.8691368,"3230 Seward Hwy, Anchorage, AK 99503, United States",ChIJwVq21LmXyFYRWzn7MbUtDhY,/biz/kinleys-restaurant-and-bar-anchorage?osq=Restaurants,0.180616735566914,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Charlie's Bakery,61.1960009,-149.885609,"2729 C St, Anchorage, AK 99503, United States",ChIJZ62iY8-XyFYRypaZA-H87rI,/biz/charlies-bakery-anchorage?osq=Restaurants,0.164988031324196,4.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
So Thai,61.1972495,-149.905755,"2602 Spenard Rd, Anchorage, AK 99503, United States",ChIJefhoLNqXyFYRfh1isWuhSn4,/biz/so-thai-anchorage-2?osq=Restaurants,0.154599578413665,4.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Gwennies Old Alaska Restaurant,61.1818728,-149.9327161,"4333 Spenard Rd, Anchorage, AK 99517, United States",ChIJpXZvL-OXyFYR737JPrpzBNs,/biz/gwennies-old-alaska-restaurant-anchorage-2?osq=Restaurants,0.158246829522928,3.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Arctic Roadrunner,61.1727338,-149.8688704,"5300 Old Seward Hwy, Anchorage, AK 99518, United States",ChIJBS8xhZmXyFYRmps_Xw7yx8Q,/biz/arctic-roadrunner-anchorage-2?osq=Restaurants,0.14983521792096,3.9,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Corks & Hops,61.3341264,-149.5635497,"12551 Old Glenn Hwy Unit A, Eagle River, AK 99577, United States",ChIJY2uO51XtyFYR_ZpbLsnUVhk,/biz/corks-and-hops-anchorage?osq=Restaurants,0.157334518115121,4.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Crow's Nest,61.2177778,-149.9,"939 W 5th Ave, Anchorage, AK 99501, United States",ChIJoUUNNIG9yFYRePdi9vDW4DI,/biz/crows-nest-anchorage?osq=Restaurants,0.16015233295235,3.9,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Saint Coyote,61.1461332,-149.8814296,"135 W Dimond Blvd #111, Anchorage, AK 99515, United States",ChIJG5Ti6_iZyFYR-BOeAfCw9AA,/biz/saint-coyote-anchorage-3?osq=Restaurants,0.153319848667855,3.7,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
907 Alehouse & Grill,61.1481401,-149.8631319,"8001 Old Seward Hwy, Anchorage, AK 99518, United States",ChIJsX90-NaZyFYRGJ_WD0iQlaA,/biz/907-alehouse-and-grill-anchorage?osq=Restaurants,0.13060141647734,3.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Little Italy Restaurante,61.140744,-149.8391631,"2300 E 88th Ave, Anchorage, AK 99507, United States",ChIJwc9KId6ZyFYReCk9hR2v8vg,/biz/little-italy-restaurante-anchorage?osq=Restaurants,0.154039478933012,3.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Mammoth Cheesesteak,61.1667502,-149.8808552,"230 E Potter Dr, Anchorage, AK 99518, United States",ChIJrXv8tdKXyFYRDiB_feh7Klc,/biz/mammoth-cheesesteak-anchorage?osq=Restaurants,0.153554850637703,4.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Jade Steak & Dinner,61.2169056,-149.876911,"401 E 6th Ave STE 101, Anchorage, AK 99501, United States",ChIJYZeNFS-WyFYRzlxBXpEzW28,/biz/jade-steak-and-dinner-anchorage?osq=Restaurants,0.161140762850663,1.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
El Green-Go's,61.2184649,-149.9043208,"390 L St, Anchorage, AK 99501, United States",ChIJmRvjd5a9yFYRKp9oEFWUds8,/biz/el-green-gos-anchorage-3?osq=Restaurants,0.133167160682849,4.7,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Tofu House,61.1987476,-149.8912635,"515 W Fireweed Ln, Anchorage, AK 99503, United States",ChIJQX-U3s-XyFYRBo1-sdhshTA,/biz/tofu-house-anchorage?osq=Restaurants,0.139537035121963,3.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Ray's Place,61.1986143,-149.9060186,"2412 Spenard Rd, Anchorage, AK 99503, United States",ChIJecm6jNmXyFYRe18t6P2lLI4,/biz/rays-place-anchorage-2?osq=Restaurants,0.14875384676462,4.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
The Broken Blender,61.2196497,-149.8929094,"535 W 3rd Ave, Anchorage, AK 99501, United States",ChIJMavkele9yFYRCri31txO1Xg,/biz/the-broken-blender-anchorage?osq=Restaurants,0.13678224368086,3.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Xalos Burrito Express,61.1883177,-149.8688793,"751 E 36th Ave, Anchorage, AK 99503, United States",ChIJ-6WIxrOXyFYRcl2VR9D8nmc,/biz/xalos-burrito-express-anchorage-2?osq=Restaurants,0.142736173616849,4.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Inlet PubHouse,61.2101936,-149.9026429,"1020 W 12th Ave, Anchorage, AK 99501, United States",ChIJN28G2X-9yFYRMD5NlTlSppU,/biz/inlet-pubhouse-anchorage?osq=Restaurants,0.139110307011088,3.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Yak & Yeti Himalayan Restaurant,61.1906628,-149.9069418,"3301 Spenard Rd, Anchorage, AK 99503, United States",ChIJhUD4HN2XyFYRCWv6f3MeGRQ,/biz/yak-and-yeti-himalayan-restaurant-anchorage?osq=Restaurants,0.127210759408009,3.9,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Eldric's Pinoy Cooking,61.1738962,-149.8914096,"401 W International Airport Rd B, Anchorage, AK 99518, United States",ChIJxxV_U5KXyFYRiBL1pjidJf8,/biz/eldrics-pinoy-cooking-anchorage?osq=Restaurants,0.125177312845225,3.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Pho Lena,61.1898662,-149.9074335,"3311 Spenard Rd, Anchorage, AK 99503, United States",ChIJTcDRftyXyFYRbKNECWui_R8,/biz/pho-lena-anchorage?osq=Restaurants,0.12710798736545,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Chicken Shack,61.1955793,-149.9114523,"1443 W Northern Lights Blvd p, Anchorage, AK 99503, United States",ChIJFWMATNmXyFYRnhakGcqwQ-A,/biz/chicken-shack-anchorage-4?osq=Restaurants,0.163325924153472,3.6,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Indian House Restaurant,61.1958541,-149.8942105,"555 W Northern Lights Blvd Suite 102, Anchorage, AK 99503, United States",ChIJ4VbdN8WXyFYRkUh77271fcQ,/biz/indian-house-restaurant-indian?osq=Restaurants,0.145284954858665,3.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
juno,61.1742093,-149.8851912,"109 W International Airport Rd, Anchorage, AK 99518, United States",ChIJHweXmleXyFYRQW4ErQzvlNU,/biz/juno-anchorage?osq=Restaurants,0.138833512576965,3.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Queen of Sheba Ethiopian Restaurant,61.1947283,-149.8918823,"2813 Dawson St, Anchorage, AK 99503, United States",ChIJLYcJ5XGXyFYRQiiZcCA4LbU,/biz/queen-of-sheba-ethiopian-restaurant-anchorage?osq=Restaurants,0.136092245198254,4.7,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Hula Hands Restaurant 4630,61.2259616,-149.7938753,"4630 Mountain View Dr, Anchorage, AK 99508, United States",ChIJdRPcH3uWyFYRRixZuaLrv5A,/biz/hula-hands-restaurant-4630-anchorage?osq=Restaurants,0.135804262351039,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
"Suite 100 Restaurant, Bar & Lounge",61.1441745,-149.8627901,"1000 E Dimond Blvd #100, Anchorage, AK 99515, United States",ChIJ59Y8sdCZyFYRx9_A_xli1rY,/biz/suite-100-restaurant-bar-and-lounge-anchorage?osq=Restaurants,0.128855640450365,3.7,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Leroy's Family Restaurant,61.197876,-149.8872986,"2420 C St, Anchorage, AK 99503, United States",ChIJY-fSr8-XyFYRa2VXIqNbpTo,/biz/leroys-family-restaurant-anchorage?osq=Restaurants,0.126761943199834,3.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Manhattan Restaurant & Lounge,61.1183651,-149.8630979,"11321 Old Seward Hwy, Anchorage, AK 99515, United States",ChIJgTXMfZaZyFYRSUh_XYLxcOc,/biz/manhattan-restaurant-and-lounge-anchorage?osq=Restaurants,0.132540295743775,3.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Peter's Sushi Spot,61.1929644,-149.915015,"3020 Minnesota Dr, Anchorage, AK 99503, United States",ChIJc3Lk-r-XyFYRX6UR5zCWzlc,/biz/peters-sushi-spot-anchorage-3?osq=Restaurants,0.120858554480451,3.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Alaska International Grocery/ Alaska Halal Grocery,61.1750425,-149.8914531,"401 W International Airport Rd #23, Anchorage, AK 99518, United States",ChIJKaGJTZKXyFYRvqAoJMj80wI,/biz/alaska-international-grocery-alaska-halal-grocery-anchorage?osq=Restaurants,0.119407395191816,5.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Ichiban Japanese Restaurant,61.1802886,-149.8349665,"2488 E Tudor Rd, Anchorage, AK 99507, United States",ChIJLfokOwiXyFYResER49NEM9w,/biz/ichiban-japanese-restaurant-anchorage?osq=Restaurants,0.110286300419007,3.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Korean Garden,61.1441461,-149.8767621,"300 E Dimond Blvd, Anchorage, AK 99515, United States",ChIJM77XNtKZyFYRLEv0OzfhCgQ,/biz/korean-garden-anchorage?osq=Restaurants,0.131698302848592,3.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Pita Pit,61.1878299,-149.8717295,"600 E 36th Ave Unit 200, Anchorage, AK 99503, United States",ChIJfZCnGrmXyFYRD1fylTF8TvU,/biz/pita-pit-anchorage?osq=Restaurants,0.1137691077343,4.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Humpy's Great Alaskan Alehouse,61.216342,-149.894083,"610 W 6th Ave, Anchorage, AK 99501, United States",ChIJ14LWxYC9yFYRkKKOyOoSric,/biz/humpys-great-alaskan-alehouse-anchorage-3?osq=Restaurants,0.122876822226313,2.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Hearth Artisan Pizza,61.1944166,-149.9076585,"1200 W Northern Lights Blvd F, Anchorage, AK 99503, United States",ChIJm9wS9tuXyFYRBDO5JCLDaM8,/biz/hearth-artisan-pizza-anchorage?osq=Restaurants,0.115072628440317,4.2,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Charleys Cheesesteaks,61.2358293,-149.7663437,"Joint Military Mall, 5800 Westover Ave, Elmendorf AFB, AK 99506, United States",ChIJT2zJ6NSVyFYRvMQcG1A83Zk,/biz/charleys-philly-steaks-anchorage-3?osq=Restaurants,0.0982817678814087,4.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Pho Dimond,61.1457199,-149.8815654,"Vietnamese, 135 W Dimond Blvd #106, Anchorage, AK 99515, United States",ChIJkYax39KZyFYRWrqQ5_teJls,/biz/pho-dimond-anchorage?osq=Restaurants,0.115672391982878,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
K's Kitchen,61.1841088,-149.8667895,"4007 Old Seward Hwy #450, Anchorage, AK 99503, United States",ChIJo1AKIM-XyFYRzpO25LX2Qus,/biz/ks-kitchen-anchorage?osq=Restaurants,0.125833429598398,5.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Spenard Joe's,61.1858061,-149.9181189,"3831 Spenard Rd, Anchorage, AK 99517, United States",ChIJtR66pd-XyFYRXOCR1-J9sew,/biz/spenard-joes-anchorage?osq=Restaurants,0.130822581906029,5.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Yak & Yeti,61.1945897,-149.908894,"1360 W Northern Lights Blvd, Anchorage, AK 99507, United States",ChIJKWr9U9mXyFYRvpghWOg3pPo,/biz/yak-and-yeti-anchorage-3?osq=Restaurants,0.106655705777791,3.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Great Alaska Pizza Company,61.195471,-149.8950073,"607 W Northern Lights Blvd #2, Anchorage, AK 99503, United States",ChIJe79VMcWXyFYRd7YFPLTbap8,/biz/great-alaska-pizza-company-anchorage-4?osq=Restaurants,0.0750261506372773,3.9,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Ryuu Bowl,61.2286525,-149.7423992,"1142 N Muldoon Rd #120, Anchorage, AK 99504, United States",ChIJgYuJVNCVyFYRKHxYnVYZ5fk,/biz/ryuu-bowl-anchorage-2?osq=Restaurants,0.114312043299573,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Top Bop - Midtown,61.1925594,-149.9142211,"3020 Minnesota Dr UNIT 20, Anchorage, AK 99503, United States",ChIJTR6-fd6XyFYRtcXBmcRSCu0,/biz/top-bop-midtown-anchorage-2?osq=Restaurants,0.0830177520083443,4.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
The Writer's Block Bookstore & Cafe,61.1844834,-149.9261851,"3956 Spenard Rd, Anchorage, AK 99517, United States",ChIJ13tR7OOXyFYROgdMLOiSY3w,/biz/the-writers-block-bookstore-and-cafe-anchorage-2?osq=Restaurants,0.127378301584666,4.7,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Ghost Kitchen,61.1804684,-149.8277557,"2844 E Tudor Rd, Anchorage, AK 99507, United States",ChIJN6-icfGXyFYRjQytBrr16bU,/biz/ghost-kitchen-anchorage?osq=Restaurants,0.107297407484152,3.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Bahay Kubo Restaurant,61.1925953,-149.9150176,"3020 Minnesota Dr # 13, Anchorage, AK 99517, United States",ChIJveM8lKqXyFYRvxFOWNoeoWs,/biz/bahay-kubo-restaurant-anchorage?osq=Restaurants,0.069817751420294,3.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Seward's Folly Bar & Grill,61.1407056,-149.8466362,"1811 Abbott Rd, Anchorage, AK 99507, United States",ChIJcZK6gt6ZyFYRQzE1qsaXOzg,/biz/sewards-folly-bar-and-grill-anchorage?osq=Restaurants,0.112984393456824,4.9,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Papaya Tree,61.1922645,-149.8802643,"3101 A St, Anchorage, AK 99503, United States",ChIJOe6XNsaXyFYRC3S8q6sEmUE,/biz/papaya-tree-anchorage-2?osq=Restaurants,0.12408403594587,4.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Russian Eats,61.2177101,-149.9018781,"434 K St, Anchorage, AK 99501, United States",ChIJwYObdTy9yFYRziWn7UvkTFE,/biz/russian-eats-anchorage?osq=Restaurants,0.114783517646946,5.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Twin Dragon Mongolian Bar-B-Q,61.2076063,-149.8725226,"612 E 15th Ave, Anchorage, AK 99501, United States",ChIJEbTw_TKWyFYRgI6sLRzQS_M,/biz/twin-dragon-mongolian-bar-b-q-anchorage?osq=Restaurants,0.0690041476813517,3.7,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Moose A'la Mode,61.2187455,-149.9019017,"360 K St, Anchorage, AK 99501, United States",ChIJ9RKXsoa9yFYR_f3eHnzBL5k,/biz/moose-ala-mode-anchorage?osq=Restaurants,0.118082548345268,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Taco King,61.2310983,-149.8736453,"848 E Loop Rd, Anchorage, AK 99501, United States",ChIJqa3BVPW9yFYRU0lpLOAULeI,/biz/taco-king-anchorage?osq=Restaurants,0.108117504290047,3.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Mr. Darryl's Southern BBQ,61.210513,-149.7323432,"1241 Muldoon Rd, Anchorage, AK 99504, United States",ChIJ6XGuQKOWyFYRfSfUAG6e1sw,/biz/mr-darryls-southern-bbq-anchorage?osq=Restaurants,0.110732605338047,4.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Outback Steakhouse,61.1901276,-149.8839148,"101 W 34th Ave, Anchorage, AK 99503, United States",ChIJiUTT38aXyFYRGrPYKu8z6kU,/biz/outback-steakhouse-anchorage?osq=Restaurants,0.0729056787438913,2.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Tinker's Rainforest Deli,61.335569,-149.5642244,"12812 Old Glenn Hwy # A-6, Eagle River, AK 99577, United States",ChIJO3kcYHXryFYRUKiBCa1mBfM,/biz/tinkers-rainforest-deli-eagle-river?osq=Restaurants,0.123781331552418,4.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
The White Spot Cafe,61.218678,-149.8838166,"109 W 4th Ave, Anchorage, AK 99501, United States",ChIJD_Px9SiWyFYRva57oBIXQWk,/biz/the-white-spot-cafe-anchorage?osq=Restaurants,0.115756790948462,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Mexico In Alaska Restaurant,61.154811,-149.8630738,"7305 Old Seward Hwy, Anchorage, AK 99518, United States",ChIJPTk89H6XyFYRGygLP2EH6uo,/biz/mexico-in-alaska-restaurant-anchorage?osq=Restaurants,0.0551587713990747,3.6,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
Bombay Deluxe Indian Restaurant,61.1958541,-149.8942105,"555 W Northern Lights Blvd Suite 102, Anchorage, AK 99503, United States",ChIJ4VbdN8WXyFYRkUh77271fcQ,/biz/bombay-deluxe-indian-restaurant-anchorage-2?osq=Restaurants,0.046855120627121,3.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Burrito King,61.1863715,-149.8839018,"111 38th Pl, Anchorage, AK 99503, United States",ChIJr_gPmsCXyFYRiXZEHTEB4Lo,/biz/burrito-king-anchorage-5?osq=Restaurants,0.0680316447326473,3.3,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0
BurgerFi,61.1942601,-149.8722758,"600 E Northern Lights Blvd, Anchorage, AK 99503, United States",ChIJzQcOFsiXyFYRaUpvMcE3H90,/biz/burgerfi-anchorage-2?osq=Restaurants,0.021209786257921,3.2,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
Pancho's Villa,61.1919739,-149.9067303,"3104 Spenard Rd, Anchorage, AK 99503, United States",ChIJYa2m89yXyFYRQwd_wOyxGco,/biz/panchos-villa-anchorage?osq=Restaurants,0.0338902347776467,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1
